# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.651214599609375000e-01 2.759931981563568115e-01 1.097224473953247070e+00
1.000000000000000000e+03 1.254603499546647072e-03 1.251047826372087002e-03 1.211107149720191956e-01
2.000000000000000000e+03 4.401521000545471907e-04 4.676331009250134230e-04 7.478678226470947266e-02
3.000000000000000000e+03 3.117055748589336872e-04 3.450280055403709412e-04 6.291826069355010986e-02
4.000000000000000000e+03 1.998442749027162790e-04 2.345218090340495110e-04 5.073544010519981384e-02
5.000000000000000000e+03 9.039678843691945076e-05 1.175084544229321182e-04 3.606796264648437500e-02
6.000000000000000000e+03 3.509131420287303627e-05 5.137686821399256587e-05 2.432511374354362488e-02
7.000000000000000000e+03 2.537152613513171673e-05 3.933637344744056463e-05 2.114949002861976624e-02
8.000000000000000000e+03 2.008729279623366892e-05 3.282757461420260370e-05 1.931133493781089783e-02
9.000000000000000000e+03 1.689099553914275020e-05 2.877280530810821801e-05 1.818448491394519806e-02
1.000000000000000000e+04 1.521401009085820988e-05 2.599773324618581682e-05 1.740848086774349213e-02
1.100000000000000000e+04 1.386247367918258533e-05 2.371907976339571178e-05 1.667745038866996765e-02
1.200000000000000000e+04 1.243324459210271016e-05 2.155033689632546157e-05 1.582601666450500488e-02
1.300000000000000000e+04 1.060367412719642743e-05 1.931540100486017764e-05 1.461164373904466629e-02
1.400000000000000000e+04 8.388562491745688021e-06 1.670498932071495801e-05 1.293949037790298462e-02
1.500000000000000000e+04 6.047750503057613969e-06 1.369842266285559162e-05 1.065862271934747696e-02
1.600000000000000000e+04 4.525487838691333309e-06 1.135886577685596421e-05 8.747938089072704315e-03
1.700000000000000000e+04 3.856883722619386390e-06 9.888728527585044503e-06 7.815998047590255737e-03
1.800000000000000000e+04 3.494294105621520430e-06 8.953761607699561864e-06 7.396080996841192245e-03
1.900000000000000000e+04 3.229827598261181265e-06 8.249424354289658368e-06 7.119808811694383621e-03
2.000000000000000000e+04 3.017363724211463705e-06 7.702092261752113700e-06 6.890027318149805069e-03
2.100000000000000000e+04 5.817744295200100169e-06 1.072761915565934032e-05 1.131007075309753418e-02
2.200000000000000000e+04 2.647956307555432431e-06 6.846114501968258992e-06 6.534718908369541168e-03
2.300000000000000000e+04 3.597913973862887360e-06 7.851715963624883443e-06 8.516004309058189392e-03
2.400000000000000000e+04 2.580120280981645919e-06 6.233098702068673447e-06 6.322599016129970551e-03
2.500000000000000000e+04 2.204282509410404600e-06 5.836795480718137696e-06 6.003636866807937622e-03
2.600000000000000000e+04 2.211241962868371047e-06 5.561701982514932752e-06 5.891195032745599747e-03
2.700000000000000000e+04 1.963894646905828267e-06 5.248847173788817599e-06 5.671678576618432999e-03
2.800000000000000000e+04 1.861090595411951654e-06 5.000868441129568964e-06 5.550721660256385803e-03
2.900000000000000000e+04 1.811442302823706996e-06 4.750169409817317501e-06 5.420220084488391876e-03
3.000000000000000000e+04 1.693013132353371475e-06 4.544984221865888685e-06 5.332686938345432281e-03
